"","BusinessTravel","Department","State","MaritalStatus","Attrition","OverTime","EducationField_Grouped","Ethnicity_Grouped","Gender_Grouped","JobRole_Grouped","Education","StockOptionLevel","EnvironmentSatisfaction","JobSatisfaction","RelationshipSatisfaction","WorkLifeBalance","ManagerRating","Age","DistanceFromHome..KM.","Salary","YearsSinceLastPromotion","TrainingOpportunitiesWithinYear","TrainingOpportunitiesTaken"
"642","Some Travel","Technology","IL","Married","No","Yes","STEM","White","Female","AI/ML","2","1","2","4","2","4","2",24,26,93490,5,2,0
"643","Some Travel","Sales","NY","Married","No","No","Business","White","Female","Management","1","1","3","4","2","3","2",26,29,172070,4,3,1
"644","Some Travel","Technology","CA","Single","No","No","STEM","Mixed/Other","Female","Software Engineer","3","0","2","2","4","4","5",29,29,110744,8,3,2
"645","Frequent Traveller","Technology","NY","Divorced","Yes","Yes","STEM","White","Female","AI/ML","3","1","5","5","4","5","2",22,30,40614,0,1,2
"646","Some Travel","Sales","NY","Married","No","Yes","Business","White","Female","Sales","2","1","4","5","2","3","2",25,32,82357,2,2,0
"647","No Travel ","Technology","NY","Married","No","Yes","STEM","Mixed/Other","Male","AI/ML","3","1","4","4","5","2","4",30,7,138989,4,2,1
"648","Frequent Traveller","Technology","CA","Single","No","Yes","STEM","White","Male","AI/ML","2","0","3","3","4","2","3",30,33,35126,5,1,1
"649","Some Travel","Human Resources","CA","Single","No","No","HR","White","Female","HR","3","1","2","2","1","3","5",19,1,41958,1,3,0
"650","Some Travel","Technology","NY","Divorced","No","No","STEM","White","Female","Management","4","1","5","2","4","2","3",25,26,174400,2,3,1
"651","Some Travel","Sales","CA","Single","Yes","No","Business","Black","Female","Sales","3","0","5","3","3","4","3",24,13,24095,2,2,3
"652","Some Travel","Human Resources","CA","Divorced","No","Yes","Business","Mixed/Other","Female","HR","3","3","4","3","3","2","4",35,7,47995,6,2,0
"653","Some Travel","Technology","NY","Divorced","No","No","STEM","White","Male","AI/ML","3","1","2","2","2","2","5",30,26,94791,9,2,1
"654","Frequent Traveller","Technology","CA","Single","No","No","STEM","White","Other","AI/ML","2","0","3","5","5","3","3",23,26,31342,3,3,0
"655","Some Travel","Sales","IL","Single","No","No","Business","White","Male","Sales","4","0","5","4","5","3","3",26,14,127450,0,2,0
"656","Some Travel","Sales","CA","Divorced","No","No","Business","Mixed/Other","Male","Management","3","1","3","3","5","4","3",44,44,313891,4,3,1
"657","Some Travel","Technology","NY","Married","No","No","Other","Mixed/Other","Male","Software Engineer","4","1","3","5","3","4","4",24,17,30720,5,3,0
"658","Frequent Traveller","Technology","CA","Married","No","No","STEM","Asian","Male","AI/ML","2","1","5","4","4","5","3",40,14,43854,9,1,0
"659","No Travel ","Technology","NY","Divorced","No","No","STEM","Asian","Other","AI/ML","2","1","2","4","4","2","3",25,19,83894,2,2,0
"660","Some Travel","Technology","CA","Married","No","Yes","STEM","White","Female","Management","4","1","3","3","2","5","3",25,21,261970,4,2,1
"661","Some Travel","Technology","CA","Married","Yes","Yes","STEM","White","Male","AI/ML","1","0","5","4","3","4","4",25,41,28137,3,2,1
"662","Some Travel","Human Resources","NY","Single","No","No","Business","Black","Male","HR","4","0","4","2","5","5","4",25,18,190466,2,2,3
"663","Some Travel","Technology","CA","Single","No","No","Business","Mixed/Other","Female","Software Engineer","3","0","3","5","4","5","3",22,16,30838,4,1,1
"664","Some Travel","Sales","NY","Married","No","No","Business","White","Female","Sales","3","1","4","4","4","4","5",22,16,48432,0,2,2
"665","Some Travel","Technology","CA","Married","Yes","No","Business","White","Male","AI/ML","5","1","5","3","4","5","5",26,41,161600,2,2,0
"666","Some Travel","Technology","CA","Divorced","No","No","STEM","Black","Male","AI/ML","2","1","4","5","4","2","3",27,14,120049,6,3,2
"667","Frequent Traveller","Technology","CA","Divorced","No","No","STEM","White","Female","Software Engineer","3","2","4","5","2","3","4",20,32,33488,1,1,1
"668","Frequent Traveller","Sales","NY","Single","Yes","Yes","STEM","Black","Female","Sales","1","0","3","2","4","5","4",28,32,53439,0,2,3
"669","Frequent Traveller","Technology","NY","Single","No","Yes","STEM","White","Female","Software Engineer","2","0","5","4","4","2","4",46,16,100717,9,2,1
"670","Some Travel","Technology","CA","Married","No","No","STEM","White","Female","Management","3","0","3","1","4","2","5",29,32,390142,2,3,1
"671","Frequent Traveller","Technology","NY","Divorced","No","No","STEM","Mixed/Other","Male","Management","4","1","4","4","5","3","2",37,7,276322,9,3,2
"672","Some Travel","Sales","NY","Married","No","No","Business","White","Female","Sales","2","0","3","1","4","3","2",22,5,45220,0,3,1
"673","Some Travel","Technology","CA","Single","No","No","STEM","Black","Male","AI/ML","3","0","3","5","4","4","3",39,3,81115,4,1,1
"674","No Travel ","Technology","NY","Single","No","No","STEM","White","Male","Software Engineer","3","0","4","5","3","5","4",24,21,26451,1,3,0
"675","Frequent Traveller","Technology","CA","Divorced","No","Yes","STEM","Asian","Male","Software Engineer","3","2","4","3","4","5","2",26,22,81726,6,1,1
"676","No Travel ","Technology","CA","Divorced","No","No","STEM","White","Male","Management","4","1","4","3","2","2","3",40,31,456418,2,1,1
"677","Some Travel","Technology","CA","Married","Yes","Yes","STEM","White","Male","AI/ML","4","0","3","2","4","4","4",25,18,130434,0,3,2
"678","Some Travel","Technology","NY","Divorced","No","Yes","STEM","White","Female","AI/ML","2","1","3","2","1","3","3",45,34,152278,8,3,1
"679","Some Travel","Technology","CA","Single","No","Yes","STEM","Black","Female","AI/ML","3","0","3","4","2","4","3",41,9,197592,10,2,0
"680","Some Travel","Technology","CA","Divorced","No","Yes","STEM","Mixed/Other","Male","Management","3","1","4","4","2","2","3",35,29,519361,3,3,0
"681","Some Travel","Technology","CA","Divorced","No","No","STEM","Black","Female","Management","2","1","5","5","2","3","4",34,41,357371,9,1,0
"682","Some Travel","Sales","CA","Divorced","No","No","Business","White","Female","Sales","3","3","3","4","4","3","3",30,12,145929,1,3,0
"683","Some Travel","Human Resources","NY","Single","No","No","Other","Asian","Male","HR","3","0","3","3","4","2","2",26,11,70395,6,3,1
"684","Frequent Traveller","Technology","NY","Single","No","No","STEM","White","Female","Management","5","1","2","4","2","4","3",31,25,362540,0,1,0
"685","Some Travel","Technology","CA","Married","No","Yes","STEM","Black","Female","Software Engineer","3","1","4","4","5","3","2",44,28,53325,8,2,0
"686","Some Travel","Sales","NY","Divorced","No","Yes","Business","Mixed/Other","Female","Sales","1","2","4","4","2","5","2",24,25,105383,6,2,3
"687","Some Travel","Technology","CA","Single","Yes","No","STEM","White","Female","AI/ML","3","0","2","4","2","2","2",24,30,61883,1,2,2
"688","Some Travel","Sales","CA","Divorced","Yes","Yes","Business","Asian","Female","Sales","3","1","3","5","4","2","4",24,3,130774,3,1,2
"689","Some Travel","Sales","NY","Married","No","No","Business","Mixed/Other","Female","Sales","2","1","3","4","4","4","4",43,38,121510,8,2,0
"690","Some Travel","Technology","CA","Married","Yes","Yes","STEM","White","Female","Software Engineer","4","0","4","3","5","3","4",20,39,37436,0,1,0
"691","Some Travel","Sales","NY","Single","No","Yes","Business","Asian","Male","Management","3","0","3","2","4","3","4",38,35,340229,9,3,2
"692","Some Travel","Technology","CA","Divorced","No","No","STEM","White","Male","AI/ML","4","1","4","4","5","5","5",46,24,43487,8,3,0
"693","Frequent Traveller","Technology","CA","Divorced","Yes","Yes","STEM","White","Male","Software Engineer","2","3","3","3","4","2","3",20,45,22773,0,2,1
"694","Frequent Traveller","Sales","CA","Married","No","No","Business","Mixed/Other","Female","Sales","1","0","3","2","3","5","2",24,9,125759,3,2,1
"695","Some Travel","Technology","NY","Divorced","Yes","Yes","STEM","Black","Female","AI/ML","4","1","5","4","3","2","3",27,1,40050,0,3,1
"696","Some Travel","Human Resources","IL","Married","Yes","No","STEM","Mixed/Other","Male","HR","4","0","2","4","2","1","2",29,14,46703,0,2,0
"697","Some Travel","Human Resources","NY","Single","No","Yes","Business","Black","Other","HR","2","0","5","2","3","5","4",41,11,445906,5,1,1
"698","No Travel ","Sales","CA","Married","No","No","Business","White","Female","Sales","3","1","3","5","4","3","4",21,25,69078,3,2,0
"699","Some Travel","Sales","NY","Divorced","No","No","Business","Asian","Male","Sales","4","0","4","3","2","2","4",25,12,67814,7,2,0
"700","Some Travel","Technology","NY","Single","No","No","STEM","Black","Male","AI/ML","3","0","4","3","4","4","3",25,23,24626,7,2,1
"701","Frequent Traveller","Technology","CA","Married","No","Yes","STEM","White","Female","Software Engineer","3","1","5","3","5","4","4",27,20,167879,6,2,1
"702","Some Travel","Technology","IL","Single","No","Yes","STEM","Black","Male","Software Engineer","2","0","3","4","3","3","3",25,14,40079,4,2,1
"703","Some Travel","Technology","CA","Single","No","No","STEM","White","Male","Software Engineer","3","0","5","3","4","2","3",30,33,78743,7,2,0
"704","Some Travel","Human Resources","IL","Divorced","Yes","Yes","HR","White","Male","HR","3","3","4","1","3","1","4",46,45,48740,9,1,1
"705","Some Travel","Technology","IL","Single","No","No","STEM","White","Male","AI/ML","3","0","4","3","3","3","3",23,35,28704,3,3,1
"706","No Travel ","Technology","CA","Single","No","No","STEM","White","Female","Software Engineer","3","0","3","4","3","5","4",27,25,27369,6,3,1
"707","No Travel ","Technology","NY","Single","No","No","STEM","Black","Male","AI/ML","3","0","3","5","5","5","3",25,12,31962,7,3,0
"708","Some Travel","Technology","IL","Married","No","No","STEM","White","Male","Management","4","2","5","3","4","5","4",28,43,249071,5,2,1
"709","Some Travel","Technology","IL","Single","Yes","No","STEM","White","Male","AI/ML","4","0","5","2","3","5","5",27,14,37545,1,3,2
"710","Frequent Traveller","Sales","IL","Divorced","Yes","No","Business","Mixed/Other","Other","Sales","4","2","3","3","4","3","2",26,14,71349,2,2,3
"711","No Travel ","Technology","CA","Divorced","No","Yes","STEM","Mixed/Other","Female","Management","4","2","3","3","3","4","3",26,18,153420,5,1,1
"712","Some Travel","Technology","CA","Single","No","No","Business","Black","Male","AI/ML","3","0","4","5","5","2","4",31,25,157676,2,1,0
"713","No Travel ","Sales","IL","Married","No","No","Business","Asian","Male","Sales","4","1","4","3","2","5","3",27,17,71832,6,1,0
"714","Some Travel","Technology","NY","Married","No","Yes","Business","Mixed/Other","Female","AI/ML","2","1","2","2","2","4","5",35,32,119917,7,2,2
"715","Some Travel","Technology","CA","Married","No","Yes","STEM","White","Female","AI/ML","1","1","3","5","4","3","2",20,3,41342,1,2,1
"716","Frequent Traveller","Sales","CA","Single","No","No","Business","Black","Female","Sales","1","0","3","2","3","3","2",24,29,26608,3,3,1
"717","Some Travel","Technology","CA","Single","No","No","STEM","Asian","Female","AI/ML","3","0","5","2","4","2","3",23,31,49543,3,3,0
"718","Some Travel","Sales","CA","Married","No","Yes","Business","White","Female","Management","3","1","5","2","2","5","4",50,23,266449,2,3,1
"719","Some Travel","Human Resources","CA","Married","Yes","No","Business","Mixed/Other","Male","HR","2","1","3","5","3","5","2",28,18,179561,0,3,1
"720","Some Travel","Technology","CA","Married","No","No","STEM","White","Male","AI/ML","3","1","3","3","3","3","5",21,7,40561,3,1,1
"721","Some Travel","Technology","CA","Married","No","Yes","STEM","Asian","Male","Software Engineer","3","1","4","2","2","3","4",26,22,52390,5,3,1
"722","Some Travel","Sales","NY","Single","No","Yes","Business","Mixed/Other","Male","Sales","2","0","4","3","5","4","2",23,26,58345,4,1,2
"723","Frequent Traveller","Sales","NY","Married","No","Yes","Business","Asian","Female","Sales","4","1","5","4","4","4","4",40,30,250555,4,1,1
"724","No Travel ","Technology","IL","Single","No","No","STEM","White","Female","AI/ML","3","0","3","3","3","4","5",27,12,41524,6,3,1
"725","Some Travel","Sales","CA","Single","No","No","Business","White","Female","Sales","1","0","5","5","4","3","2",24,34,107634,2,3,2
"726","Some Travel","Technology","IL","Married","No","No","STEM","White","Male","Software Engineer","3","1","3","2","4","2","3",28,17,101210,2,3,1
"727","No Travel ","Technology","CA","Single","No","No","STEM","White","Male","AI/ML","3","0","3","5","3","4","5",28,30,52930,4,1,1
"728","Some Travel","Technology","CA","Single","No","No","STEM","White","Other","AI/ML","3","0","4","3","4","2","3",27,10,45438,5,1,1
"729","Some Travel","Technology","NY","Divorced","No","No","STEM","White","Male","AI/ML","3","1","5","4","5","3","4",21,24,75816,1,2,1
"730","Some Travel","Technology","NY","Married","No","No","STEM","Black","Female","Software Engineer","3","1","5","5","3","5","3",48,30,72794,5,3,3
"731","Some Travel","Technology","NY","Divorced","No","Yes","STEM","White","Male","Software Engineer","4","3","4","2","2","2","4",23,4,42687,2,2,1
"732","No Travel ","Technology","CA","Divorced","No","Yes","STEM","Asian","Male","Software Engineer","3","3","5","3","2","3","5",24,35,65838,2,1,0
"733","No Travel ","Technology","CA","Divorced","No","No","Business","Asian","Male","Software Engineer","3","2","5","2","3","5","4",28,4,57837,3,2,1
"734","Some Travel","Human Resources","CA","Married","No","No","Business","Asian","Male","HR","4","1","4","5","3","4","3",43,29,309964,10,3,0
"735","Some Travel","Technology","CA","Divorced","No","No","STEM","Black","Male","Management","5","3","4","2","4","3","3",48,19,241907,3,2,1
"736","Some Travel","Technology","NY","Divorced","No","No","Business","Mixed/Other","Male","Software Engineer","2","2","5","2","5","2","3",24,2,32313,1,1,0
"737","Frequent Traveller","Technology","CA","Divorced","No","No","STEM","Mixed/Other","Female","Management","3","1","4","4","5","3","3",45,4,393420,1,1,1
"738","Some Travel","Technology","NY","Married","No","No","STEM","Mixed/Other","Female","AI/ML","4","3","3","5","4","5","2",37,40,49550,8,1,0
"739","Some Travel","Technology","CA","Divorced","No","No","Business","White","Male","Software Engineer","3","1","4","5","5","5","4",20,38,21344,2,1,0
"740","No Travel ","Technology","CA","Single","No","No","STEM","White","Male","Management","4","0","5","4","5","3","2",43,21,280756,8,3,2
"741","Some Travel","Technology","CA","Married","No","No","Business","Black","Female","AI/ML","3","1","3","4","5","5","3",24,4,41555,4,3,0
"742","Some Travel","Sales","CA","Married","Yes","No","Business","White","Male","Sales","3","3","5","3","4","4","5",31,15,187930,2,2,1
"743","Some Travel","Sales","NY","Divorced","No","No","Business","Mixed/Other","Male","Sales","2","1","5","5","3","5","3",48,33,191771,10,2,1
"744","Frequent Traveller","Sales","CA","Single","No","No","Business","White","Female","Sales","3","0","5","4","4","5","4",21,40,59519,1,3,1
"745","Some Travel","Technology","IL","Single","No","No","STEM","Black","Female","Software Engineer","3","0","4","3","4","4","4",22,21,27097,3,3,0
"746","Some Travel","Technology","CA","Single","No","Yes","Other","White","Female","Sales","4","0","3","5","4","5","4",28,15,319619,1,1,3
"747","Some Travel","Technology","NY","Single","No","No","Other","Mixed/Other","Male","Software Engineer","4","0","4","3","5","3","4",33,4,97126,10,1,0
"748","Frequent Traveller","Technology","CA","Married","No","Yes","STEM","Asian","Female","Management","5","0","3","5","4","2","4",25,4,199034,4,2,1
"749","Some Travel","Technology","CA","Divorced","No","No","STEM","Black","Male","AI/ML","4","1","3","2","2","3","4",42,40,142075,9,3,0
"750","No Travel ","Sales","CA","Single","No","No","Business","Mixed/Other","Other","Sales","2","0","5","2","2","2","3",36,31,56937,8,3,0
"751","Some Travel","Technology","CA","Divorced","No","No","STEM","Mixed/Other","Female","AI/ML","2","3","4","1","2","4","4",23,33,77798,3,3,0
"752","Some Travel","Technology","CA","Married","Yes","Yes","STEM","White","Male","Management","3","1","4","3","3","3","4",31,44,531629,1,2,0
"753","Frequent Traveller","Sales","IL","Married","No","No","Business","Black","Female","Sales","5","1","4","2","4","5","2",28,40,215327,6,1,1
"754","Some Travel","Technology","IL","Married","No","No","STEM","White","Other","Management","2","1","5","3","5","4","2",33,4,350024,2,1,1
"755","Some Travel","Sales","NY","Married","Yes","Yes","Business","Mixed/Other","Male","Sales","2","0","4","4","4","4","3",28,19,56122,5,3,0
"756","Some Travel","Sales","CA","Married","No","No","Business","Black","Male","Sales","3","1","4","3","5","5","4",27,7,73918,4,3,0
"757","Some Travel","Sales","CA","Single","No","No","STEM","White","Male","Sales","1","0","5","3","3","3","3",25,44,37461,4,3,3
"758","Frequent Traveller","Technology","IL","Married","No","No","STEM","Mixed/Other","Other","Software Engineer","3","2","3","4","4","2","3",40,7,95808,8,2,0
"759","Some Travel","Technology","IL","Married","No","No","STEM","White","Other","AI/ML","4","0","1","2","2","4","4",23,25,57285,2,2,1
"760","Some Travel","Technology","IL","Divorced","No","Yes","Business","White","Female","Software Engineer","2","2","4","5","5","5","4",28,14,105984,9,1,0
"761","Some Travel","Sales","CA","Divorced","No","Yes","Other","Black","Female","Sales","2","1","5","5","5","2","3",45,43,106610,7,3,1
"762","Some Travel","Sales","CA","Married","No","Yes","Business","Black","Female","Sales","1","2","4","2","3","2","3",27,4,45046,7,2,0
"763","No Travel ","Sales","CA","Divorced","No","No","Other","Black","Other","Sales","3","1","4","5","4","2","5",27,2,92022,7,1,1
"764","Frequent Traveller","Sales","IL","Married","No","No","Business","Black","Male","Sales","3","2","3","2","2","3","3",25,42,72758,3,1,2
"765","Some Travel","Technology","CA","Single","No","No","Other","White","Female","Management","2","0","3","2","2","4","4",45,13,349793,8,1,0
"766","Some Travel","Technology","CA","Divorced","No","Yes","STEM","White","Female","Software Engineer","1","2","3","5","2","5","5",24,20,32930,3,2,2
"767","Some Travel","Technology","IL","Single","No","No","STEM","Mixed/Other","Male","Software Engineer","3","0","5","3","5","4","3",31,39,242890,3,3,1
"768","Frequent Traveller","Technology","CA","Single","No","No","STEM","Asian","Other","AI/ML","3","0","4","3","5","5","4",23,15,29890,1,1,2
"769","Some Travel","Technology","CA","Single","No","No","STEM","White","Other","Software Engineer","2","0","4","2","2","2","3",40,44,69119,10,3,1
"770","Some Travel","Technology","NY","Single","Yes","Yes","STEM","White","Male","AI/ML","1","1","3","4","5","5","4",18,32,50660,0,2,2
"771","Some Travel","Technology","CA","Married","Yes","No","STEM","White","Male","AI/ML","3","2","3","3","5","5","3",22,26,62509,0,3,0
"772","Some Travel","Technology","NY","Married","No","No","STEM","Mixed/Other","Female","Software Engineer","3","0","4","1","1","3","5",25,32,35586,5,3,3
"773","Some Travel","Technology","CA","Married","No","No","STEM","White","Male","AI/ML","1","1","3","5","4","2","4",33,31,60754,8,1,1
"774","Some Travel","Technology","IL","Single","No","No","STEM","White","Male","Software Engineer","1","0","5","5","3","2","3",31,8,70682,8,1,2
"775","Some Travel","Technology","CA","Married","No","No","STEM","Mixed/Other","Male","AI/ML","3","1","5","3","5","3","3",32,24,41857,5,1,1
"776","Some Travel","Sales","CA","Married","No","Yes","Business","Mixed/Other","Female","Sales","3","1","3","2","5","5","3",28,8,194964,2,2,0
"777","Some Travel","Technology","NY","Married","No","No","Business","Mixed/Other","Male","Software Engineer","3","0","4","5","2","2","4",44,5,48994,7,2,1
"778","Some Travel","Sales","NY","Married","No","No","Business","White","Male","Sales","3","2","3","5","3","2","2",41,17,116966,10,2,2
"779","Some Travel","Technology","CA","Married","No","No","STEM","White","Male","AI/ML","4","3","1","1","4","3","4",23,37,26406,1,2,2
"780","Some Travel","Human Resources","IL","Married","No","No","HR","Black","Male","HR","3","1","5","5","2","3","5",42,4,463051,10,2,0
"781","Some Travel","Technology","CA","Single","No","No","STEM","White","Other","AI/ML","3","0","5","2","4","3","3",48,37,145337,10,3,1
"782","Some Travel","Sales","CA","Single","Yes","No","Business","Mixed/Other","Female","Sales","2","0","4","4","3","3","3",29,4,129356,1,3,2
"783","Some Travel","Sales","CA","Single","No","No","Business","White","Female","Management","3","1","5","2","5","3","2",27,16,225831,1,2,0
"784","No Travel ","Sales","CA","Married","No","No","Business","Mixed/Other","Female","Sales","4","0","2","1","1","1","4",24,10,65432,2,3,2
"785","Some Travel","Technology","NY","Divorced","No","No","STEM","White","Male","Software Engineer","4","2","5","4","4","3","5",21,29,31618,2,1,0
"786","Some Travel","Technology","CA","Married","No","No","STEM","White","Female","Management","2","1","4","4","5","5","4",27,9,252301,6,3,1
"787","Some Travel","Technology","CA","Single","Yes","No","STEM","Asian","Female","AI/ML","3","0","3","2","5","4","3",28,33,54536,3,1,1
"788","Some Travel","Technology","CA","Single","No","No","STEM","White","Male","AI/ML","1","0","4","1","4","3","4",28,6,87175,10,3,3
"789","Some Travel","Sales","NY","Married","No","No","Business","White","Male","Sales","4","1","3","2","4","2","3",34,26,215246,0,3,1
"790","Some Travel","Sales","CA","Married","No","No","Business","White","Male","Sales","5","1","3","5","3","5","2",27,17,81294,2,3,2
"791","Some Travel","Sales","NY","Married","No","No","Business","White","Female","Sales","3","1","5","5","5","4","3",24,7,106586,3,3,0
"792","Frequent Traveller","Technology","CA","Single","No","Yes","STEM","Mixed/Other","Male","Software Engineer","1","0","5","2","3","4","3",25,28,23993,4,2,3
"793","Some Travel","Sales","CA","Married","No","No","Business","Black","Male","Management","4","1","3","5","4","2","4",27,44,152147,6,3,2
"794","Some Travel","Technology","NY","Married","No","No","Business","White","Other","Software Engineer","3","1","3","5","2","3","2",22,6,21649,4,3,2
"795","Some Travel","Technology","IL","Married","No","No","STEM","Mixed/Other","Male","Software Engineer","3","1","3","4","3","3","2",26,17,55778,7,1,1
"796","Some Travel","Sales","CA","Single","No","No","Business","White","Female","Sales","4","0","4","3","3","5","4",32,38,105091,0,3,1
"797","Some Travel","Sales","CA","Married","Yes","No","Business","Asian","Male","Sales","3","0","5","4","3","5","3",25,37,79329,1,2,0
"798","Some Travel","Technology","NY","Married","No","No","STEM","Asian","Female","AI/ML","4","1","4","3","3","2","5",27,13,77039,6,3,1
"799","Some Travel","Technology","CA","Married","No","No","STEM","White","Male","AI/ML","1","3","3","5","3","2","4",32,30,89960,1,1,3
"800","Some Travel","Technology","CA","Married","No","Yes","STEM","White","Other","AI/ML","3","1","3","4","5","3","5",44,32,257978,4,3,0
"801","Some Travel","Technology","CA","Married","Yes","Yes","STEM","White","Female","Software Engineer","3","1","5","3","2","3","2",26,25,22089,0,2,2
"802","Some Travel","Technology","CA","Married","No","No","STEM","White","Female","Management","5","1","4","4","1","2","3",43,11,482510,9,1,0
"803","Some Travel","Technology","CA","Divorced","No","Yes","STEM","Black","Male","AI/ML","3","1","3","2","3","4","4",36,7,46773,8,2,0
"804","Some Travel","Technology","NY","Divorced","No","No","Business","White","Male","AI/ML","4","1","5","4","2","5","3",42,34,126463,1,2,0
"805","Frequent Traveller","Technology","NY","Married","No","No","STEM","Black","Other","Management","1","0","4","5","4","3","4",25,34,170803,2,3,0
"806","No Travel ","Sales","NY","Single","No","No","Business","White","Male","Sales","2","0","4","4","3","3","5",23,10,94417,3,3,1
"807","Some Travel","Technology","IL","Married","No","No","STEM","White","Male","Software Engineer","3","3","4","3","4","2","4",34,40,97542,10,2,1
"808","Some Travel","Technology","CA","Divorced","No","No","STEM","White","Female","AI/ML","1","2","3","3","4","5","4",23,1,62324,3,3,1
"809","No Travel ","Technology","NY","Divorced","No","No","STEM","Mixed/Other","Female","AI/ML","3","2","5","2","5","5","4",37,16,82099,7,2,0
"810","Some Travel","Technology","NY","Married","No","Yes","STEM","White","Female","AI/ML","4","1","5","5","2","5","2",22,2,39732,2,3,0
"811","Some Travel","Technology","CA","Married","No","No","STEM","Mixed/Other","Female","Software Engineer","3","1","3","3","3","4","4",28,24,71553,6,2,2
"812","Some Travel","Technology","NY","Divorced","No","Yes","STEM","Mixed/Other","Female","Software Engineer","3","1","4","3","2","4","2",35,7,253952,9,2,1
"813","Some Travel","Sales","CA","Divorced","No","No","Business","Mixed/Other","Female","Sales","3","2","5","2","5","3","4",36,37,192475,2,2,2
"814","Some Travel","Technology","IL","Single","No","No","STEM","White","Female","Software Engineer","3","0","3","3","2","3","3",19,18,28346,1,2,1
"815","Frequent Traveller","Sales","NY","Single","No","No","Business","Asian","Female","Sales","3","0","3","4","1","1","4",31,21,253719,4,2,1
"816","Some Travel","Technology","CA","Married","No","Yes","Business","White","Male","AI/ML","3","2","4","5","3","2","3",25,10,145905,3,1,2
"817","Some Travel","Sales","CA","Single","No","No","Business","White","Female","Management","4","0","4","3","1","1","3",37,17,476151,4,3,2
"818","Some Travel","Technology","CA","Married","No","Yes","STEM","Black","Male","AI/ML","3","0","5","2","3","4","4",24,35,128126,0,1,2
"819","Some Travel","Technology","CA","Divorced","No","No","STEM","White","Other","AI/ML","3","1","3","2","3","3","3",47,13,61915,4,1,1
"820","Some Travel","Technology","CA","Married","Yes","No","STEM","Black","Male","AI/ML","2","0","3","2","3","2","5",25,37,38038,1,3,0
"821","Some Travel","Technology","NY","Divorced","No","No","STEM","White","Male","AI/ML","2","1","5","2","2","3","2",23,26,31426,2,3,0
"822","Some Travel","Technology","CA","Married","No","Yes","STEM","Black","Male","Software Engineer","3","1","2","3","1","1","3",22,10,66552,2,2,1
"823","Some Travel","Technology","CA","Single","No","No","STEM","White","Male","AI/ML","2","0","3","1","2","1","5",24,19,32173,4,1,0
"824","Some Travel","Technology","CA","Married","No","Yes","STEM","White","Female","Software Engineer","5","0","4","4","4","4","3",25,16,28317,6,3,1
"825","Some Travel","Technology","CA","Divorced","No","No","Business","White","Female","AI/ML","3","1","5","5","3","2","3",21,30,56422,2,3,1
"826","Some Travel","Technology","CA","Divorced","No","No","STEM","Black","Female","AI/ML","4","1","1","2","2","3","2",42,43,110069,8,3,2
"827","Frequent Traveller","Technology","CA","Single","No","No","Business","Black","Female","AI/ML","1","0","3","2","2","5","4",41,7,107008,10,1,1
"828","Some Travel","Technology","CA","Married","No","Yes","STEM","White","Female","AI/ML","3","1","3","5","2","2","4",29,45,207952,9,1,3
"829","Some Travel","Technology","NY","Married","No","No","STEM","Asian","Female","AI/ML","1","1","3","5","4","5","3",30,30,228438,9,2,1
"830","Some Travel","Sales","NY","Single","Yes","Yes","Business","White","Male","Sales","4","0","5","5","3","4","5",33,43,165988,0,3,0
"831","Some Travel","Technology","CA","Divorced","No","Yes","STEM","White","Male","Management","2","1","4","5","2","5","3",38,45,439935,1,1,1
"832","Some Travel","Technology","IL","Single","No","No","STEM","White","Male","Software Engineer","4","0","5","5","3","2","4",26,4,167509,6,1,3
"833","Frequent Traveller","Technology","CA","Married","No","No","STEM","White","Female","AI/ML","2","1","4","3","3","3","4",32,15,44388,9,1,2
"834","Frequent Traveller","Technology","CA","Divorced","No","No","STEM","White","Female","Management","3","1","2","1","2","2","4",36,2,462687,2,3,0
"835","No Travel ","Technology","NY","Divorced","No","No","STEM","White","Male","Management","1","2","4","5","2","2","4",50,11,337946,2,1,2
"836","Some Travel","Sales","IL","Married","No","No","Business","Mixed/Other","Male","Management","1","1","4","4","2","5","5",43,3,313198,9,1,1
"837","Some Travel","Technology","CA","Married","No","No","Other","White","Male","Software Engineer","4","2","3","3","5","3","2",22,32,34823,3,3,3
"838","Some Travel","Sales","IL","Married","No","Yes","Business","White","Male","Management","3","1","1","2","3","3","3",43,3,429939,3,3,1
"839","Some Travel","Technology","CA","Divorced","No","No","STEM","Black","Male","AI/ML","4","1","1","1","3","4","2",36,7,73643,7,1,3
"840","Some Travel","Sales","IL","Married","No","No","Business","White","Female","Sales","1","0","4","2","3","5","3",22,29,20802,2,3,1
"841","Some Travel","Sales","CA","Married","No","No","Business","White","Male","Sales","4","2","5","5","4","3","2",29,14,96319,4,2,0
"842","Some Travel","Technology","NY","Married","No","No","STEM","Black","Female","Software Engineer","4","1","4","4","5","4","3",21,44,46366,3,2,2
"843","No Travel ","Technology","CA","Married","No","No","STEM","Mixed/Other","Other","AI/ML","5","3","4","3","4","4","3",28,26,112175,3,1,2
"844","Some Travel","Technology","NY","Married","No","No","STEM","Mixed/Other","Female","AI/ML","3","3","3","3","5","3","3",24,17,101408,2,3,0
"845","Some Travel","Technology","NY","Married","No","No","Other","Mixed/Other","Male","AI/ML","3","1","2","1","1","1","4",27,42,49343,3,2,1
