"","BusinessTravel","Department","State","MaritalStatus","Attrition","OverTime","EducationField_Grouped","Ethnicity_Grouped","Gender_Grouped","JobRole_Grouped","Education","StockOptionLevel","EnvironmentSatisfaction","JobSatisfaction","RelationshipSatisfaction","WorkLifeBalance","ManagerRating","Age","DistanceFromHome..KM.","Salary","YearsSinceLastPromotion","TrainingOpportunitiesWithinYear","TrainingOpportunitiesTaken"
"500","Some Travel","Technology","NY","Married","No","No","STEM","Black","Other","AI/ML","2","2","5","2","4","4","3",46,36,102964,10,1,0
"501","Some Travel","Technology","CA","Single","No","No","STEM","White","Female","Software Engineer","2","0","4","4","3","3","3",22,4,73653,3,3,2
"502","Some Travel","Technology","CA","Divorced","No","Yes","STEM","White","Male","Software Engineer","2","2","4","4","5","5","3",44,31,81297,8,3,0
"503","Some Travel","Technology","NY","Divorced","No","No","Business","Mixed/Other","Female","Software Engineer","3","1","5","2","5","4","2",25,12,52957,5,1,0
"504","Some Travel","Technology","CA","Single","No","No","STEM","White","Female","AI/ML","3","0","5","5","3","5","3",25,34,37053,5,3,2
"506","Some Travel","Sales","CA","Married","No","Yes","Business","White","Female","Sales","1","3","3","3","3","2","5",25,3,58631,4,2,0
"508","Some Travel","Technology","CA","Single","No","No","STEM","White","Female","Software Engineer","4","0","5","4","3","5","3",22,36,31072,2,1,1
"509","Frequent Traveller","Technology","NY","Married","No","No","Business","Mixed/Other","Male","AI/ML","1","1","5","4","4","4","3",25,11,67708,7,3,1
"511","Some Travel","Sales","CA","Single","No","No","Business","Black","Male","Sales","3","0","4","5","3","2","5",25,11,58914,1,2,3
"513","Some Travel","Technology","CA","Single","No","Yes","STEM","Black","Other","Management","3","0","3","4","3","5","4",37,28,368494,9,3,0
"514","No Travel ","Technology","CA","Married","No","No","STEM","Mixed/Other","Male","AI/ML","4","0","3","4","4","2","3",25,44,57765,3,1,1
"515","No Travel ","Technology","CA","Married","No","No","STEM","White","Male","Software Engineer","4","1","3","5","5","4","3",24,42,58717,2,3,0
"516","Some Travel","Technology","NY","Married","No","No","STEM","Black","Female","Software Engineer","3","1","3","5","3","5","4",24,20,52850,3,1,2
"517","Frequent Traveller","Technology","CA","Married","No","No","STEM","Black","Female","AI/ML","1","3","1","4","2","2","4",28,20,62016,6,1,0
"519","Some Travel","Technology","NY","Married","No","No","STEM","Black","Female","Management","3","1","4","4","3","4","3",27,5,238435,4,2,0
"520","Some Travel","Technology","CA","Married","No","No","STEM","Mixed/Other","Male","Software Engineer","3","1","3","2","5","5","3",44,28,49447,7,2,1
"521","No Travel ","Technology","NY","Single","No","No","STEM","White","Male","Software Engineer","2","0","3","4","5","5","4",26,10,62828,2,2,0
"522","Frequent Traveller","Sales","NY","Married","Yes","No","Business","White","Male","Sales","3","1","3","3","5","5","4",22,33,33657,2,1,2
"523","Frequent Traveller","Technology","NY","Married","No","No","Business","White","Female","AI/ML","3","1","3","3","3","3","4",30,7,175692,3,1,1
"524","Frequent Traveller","Technology","CA","Single","No","Yes","STEM","White","Female","AI/ML","3","0","3","4","4","3","4",43,4,262392,1,3,0
"525","Some Travel","Technology","IL","Married","No","No","STEM","Mixed/Other","Female","Software Engineer","3","1","3","5","4","2","3",24,17,26937,2,2,1
"527","Some Travel","Sales","CA","Married","No","No","Business","Asian","Male","Sales","4","1","3","4","3","2","2",29,38,102061,9,1,2
"528","Some Travel","Technology","NY","Married","No","No","STEM","White","Male","Software Engineer","2","1","5","3","3","5","4",21,34,26137,0,3,2
"529","Some Travel","Sales","CA","Married","No","Yes","Business","Mixed/Other","Female","Sales","3","3","3","5","2","3","4",46,8,249505,2,3,2
"531","No Travel ","Technology","NY","Married","No","Yes","Other","Black","Female","Software Engineer","2","0","3","4","5","2","3",21,22,25208,0,3,0
"532","Frequent Traveller","Technology","CA","Divorced","No","No","STEM","White","Male","Management","4","1","4","2","4","2","5",40,1,314668,2,2,1
"533","Frequent Traveller","Sales","NY","Single","No","No","Business","Mixed/Other","Female","Sales","3","0","5","3","2","5","3",43,1,180996,10,2,0
"534","No Travel ","Technology","CA","Divorced","No","No","STEM","White","Female","Software Engineer","2","2","3","5","4","4","5",25,30,43644,3,1,2
"535","Some Travel","Sales","CA","Married","No","No","Business","Asian","Male","Sales","3","1","4","5","3","2","3",47,42,249553,4,3,1
"536","Some Travel","Sales","IL","Married","No","Yes","Business","White","Female","Sales","3","1","5","5","2","5","3",28,18,113501,2,3,1
"538","Frequent Traveller","Technology","CA","Single","No","No","STEM","White","Male","Management","4","0","4","3","2","5","5",25,21,182961,5,3,1
"540","Some Travel","Technology","CA","Divorced","No","No","STEM","Mixed/Other","Male","Software Engineer","4","1","4","2","3","2","2",24,19,35270,5,2,0
"541","Frequent Traveller","Technology","IL","Married","No","Yes","STEM","White","Male","AI/ML","2","1","1","2","1","1","4",34,34,265922,3,1,3
"543","Some Travel","Sales","CA","Single","No","No","Business","White","Female","Sales","4","0","4","3","3","4","4",23,21,37626,4,3,1
"544","Some Travel","Sales","CA","Single","No","Yes","Business","Mixed/Other","Male","Sales","1","0","4","3","5","4","3",26,24,82312,7,2,0
"545","Some Travel","Technology","CA","Married","No","No","STEM","White","Female","AI/ML","3","1","5","2","2","5","3",24,12,47183,6,1,0
"546","No Travel ","Sales","CA","Married","No","Yes","Business","Mixed/Other","Female","Sales","2","1","4","3","5","5","4",24,39,151986,6,3,2
"549","Some Travel","Technology","CA","Married","No","No","STEM","Black","Male","Management","4","1","3","2","1","1","4",35,8,405965,2,2,0
"550","Some Travel","Sales","CA","Married","No","No","Business","White","Male","Sales","4","1","4","5","4","2","5",25,29,95643,3,2,1
"552","No Travel ","Sales","IL","Single","No","No","Business","White","Male","Sales","4","0","5","3","5","5","3",28,37,95591,2,3,3
"553","Some Travel","Technology","CA","Divorced","No","Yes","STEM","Black","Male","Software Engineer","2","1","2","3","3","1","2",31,20,149482,7,3,1
"554","Some Travel","Technology","NY","Married","No","No","STEM","Mixed/Other","Male","AI/ML","2","0","1","2","2","3","2",39,33,99602,8,3,1
"555","No Travel ","Technology","CA","Single","No","No","STEM","White","Male","AI/ML","3","0","3","2","5","2","3",25,43,33086,4,3,0
"557","Some Travel","Technology","CA","Single","Yes","Yes","STEM","Black","Other","AI/ML","3","0","3","3","2","4","3",21,41,29793,0,3,2
"558","Some Travel","Sales","CA","Divorced","No","No","Business","Mixed/Other","Other","Sales","2","1","3","2","2","3","3",24,41,111750,6,1,0
"559","Some Travel","Sales","CA","Married","No","No","Business","Mixed/Other","Female","Sales","3","0","5","2","2","2","5",32,42,108213,6,3,0
"561","Some Travel","Technology","NY","Single","No","No","STEM","White","Male","Management","3","0","5","2","2","5","3",25,6,195911,3,1,1
"562","Some Travel","Technology","CA","Single","No","No","Business","Mixed/Other","Other","Management","2","0","4","4","3","4","3",28,1,339731,7,1,1
"563","Frequent Traveller","Sales","CA","Single","No","No","Other","Black","Male","Sales","4","0","2","4","3","4","3",28,4,110839,8,2,0
"564","Frequent Traveller","Sales","NY","Single","No","No","Business","White","Male","Sales","1","0","5","3","2","4","5",25,25,57030,7,3,3
"565","Some Travel","Sales","NY","Divorced","No","No","Business","White","Female","Sales","3","1","4","2","1","3","3",42,2,260021,1,3,1
"568","Frequent Traveller","Technology","CA","Married","No","No","STEM","Black","Male","AI/ML","1","0","2","3","1","2","2",33,32,188180,3,3,1
"569","Some Travel","Technology","CA","Married","No","Yes","STEM","Black","Other","AI/ML","1","3","3","5","2","4","4",24,2,28797,2,2,0
"570","Some Travel","Technology","NY","Single","No","No","STEM","White","Other","Management","2","0","3","3","3","4","3",25,4,179602,6,2,0
"571","Frequent Traveller","Technology","CA","Single","Yes","Yes","Other","White","Female","Software Engineer","1","0","5","3","2","3","4",28,31,176282,1,3,2
"572","Some Travel","Sales","CA","Single","Yes","Yes","Business","Mixed/Other","Male","Sales","3","0","5","4","2","5","3",41,25,231843,1,3,0
"573","Some Travel","Sales","NY","Single","No","No","Business","Black","Female","Sales","3","0","3","5","3","3","4",22,36,60699,3,2,3
"574","Some Travel","Technology","IL","Divorced","No","No","STEM","White","Female","AI/ML","3","1","4","2","2","4","4",20,41,40701,1,1,1
"575","Some Travel","Technology","CA","Divorced","No","No","STEM","White","Female","AI/ML","2","1","3","4","5","5","3",45,14,223124,3,1,0
"576","Some Travel","Technology","CA","Divorced","No","No","STEM","Mixed/Other","Female","Software Engineer","4","1","4","3","2","3","3",32,7,85568,9,2,0
"577","Some Travel","Technology","NY","Divorced","No","Yes","Business","Black","Female","Management","1","1","4","4","3","3","3",35,43,243863,6,3,0
"578","Some Travel","Technology","CA","Single","No","No","STEM","White","Female","AI/ML","4","0","1","3","4","3","5",32,42,102022,5,2,1
"580","No Travel ","Human Resources","CA","Single","No","Yes","HR","White","Other","HR","3","0","3","2","2","5","5",26,23,240035,5,3,1
"581","Some Travel","Technology","NY","Single","No","No","STEM","White","Male","AI/ML","2","0","4","2","4","5","3",47,40,108798,4,2,3
"582","Some Travel","Human Resources","NY","Divorced","No","No","Business","Black","Female","HR","2","1","4","4","5","2","3",25,22,49131,6,2,0
"583","No Travel ","Technology","NY","Married","No","No","STEM","Mixed/Other","Male","AI/ML","4","1","3","2","2","4","2",25,32,52614,5,3,0
"584","Frequent Traveller","Sales","NY","Married","No","No","Business","White","Male","Sales","3","0","5","5","4","3","4",47,42,232155,7,1,0
"585","No Travel ","Technology","NY","Divorced","No","Yes","STEM","Black","Female","AI/ML","2","2","5","4","5","4","2",25,12,28926,3,1,0
"586","Some Travel","Technology","CA","Married","No","No","STEM","Mixed/Other","Female","AI/ML","3","1","3","4","2","3","4",26,18,46809,0,2,2
"587","Some Travel","Technology","CA","Divorced","No","Yes","STEM","White","Other","Software Engineer","4","1","3","4","2","2","3",23,32,23041,5,1,0
"588","Some Travel","Technology","NY","Married","No","Yes","STEM","White","Female","Software Engineer","4","0","2","4","3","2","5",21,1,34133,2,1,1
"589","Some Travel","Technology","CA","Single","No","No","STEM","White","Male","Software Engineer","4","0","4","3","3","5","3",47,12,105126,7,2,2
"591","Some Travel","Human Resources","IL","Married","Yes","No","HR","Mixed/Other","Male","HR","5","0","4","5","2","3","5",24,1,44634,3,3,1
"593","Some Travel","Sales","NY","Married","No","No","Business","Black","Female","Sales","2","2","3","1","4","3","2",26,4,82147,4,1,1
"594","Some Travel","Technology","CA","Single","No","No","STEM","Mixed/Other","Other","Management","4","0","2","3","1","4","2",28,15,337046,4,3,2
"595","Some Travel","Sales","CA","Divorced","No","Yes","Business","White","Male","Sales","4","1","5","5","4","5","3",37,22,92483,5,1,2
"596","Some Travel","Technology","NY","Single","No","No","STEM","White","Female","AI/ML","2","0","3","2","5","4","4",21,39,63201,2,1,1
"597","Frequent Traveller","Sales","NY","Divorced","No","Yes","Business","White","Male","Management","3","1","5","5","4","5","4",43,21,327587,1,3,1
"598","Frequent Traveller","Sales","CA","Married","Yes","Yes","Business","White","Other","Sales","4","0","4","2","4","4","3",25,43,81889,0,3,1
"599","Some Travel","Sales","CA","Single","Yes","No","Business","White","Female","Sales","3","0","4","2","4","4","3",23,16,23794,0,3,3
"601","Some Travel","Technology","CA","Single","No","No","STEM","Mixed/Other","Female","Software Engineer","3","0","4","4","4","4","4",22,26,24208,3,3,2
"602","Some Travel","Technology","CA","Single","No","Yes","STEM","White","Male","Management","3","0","3","2","5","4","3",29,3,393103,4,1,1
"603","Some Travel","Technology","CA","Married","No","Yes","STEM","White","Other","AI/ML","3","1","3","3","2","2","4",28,5,140377,7,3,2
"605","Some Travel","Technology","CA","Married","No","No","STEM","Asian","Male","Software Engineer","2","1","5","3","2","3","2",23,45,37322,3,3,0
"606","Some Travel","Human Resources","NY","Single","No","No","Business","Mixed/Other","Female","HR","3","0","4","3","3","4","2",47,21,98608,10,3,1
"608","Some Travel","Sales","CA","Single","No","No","Business","White","Male","Sales","3","0","5","5","5","4","5",23,32,84558,3,2,1
"610","Some Travel","Sales","NY","Single","No","No","Business","Black","Female","Sales","4","0","5","5","2","4","4",23,12,45024,1,2,3
"611","Some Travel","Sales","CA","Single","No","No","Other","White","Female","Sales","3","0","4","2","2","5","4",30,35,160352,5,2,0
"613","Frequent Traveller","Technology","CA","Married","Yes","No","STEM","White","Female","AI/ML","4","1","5","4","2","5","3",22,28,63571,0,3,0
"614","Frequent Traveller","Technology","NY","Married","No","No","STEM","White","Male","AI/ML","4","0","4","5","2","4","3",50,38,366078,0,1,3
"615","Some Travel","Sales","CA","Single","No","No","Business","Mixed/Other","Female","Sales","4","0","5","4","5","4","3",36,23,195502,3,1,1
"616","No Travel ","Technology","NY","Divorced","No","No","STEM","Mixed/Other","Male","AI/ML","3","1","4","5","2","2","4",24,18,104807,0,1,1
"619","No Travel ","Sales","NY","Single","No","Yes","Business","White","Male","Management","4","0","4","3","3","3","4",31,6,321244,2,3,0
"620","Some Travel","Technology","IL","Divorced","No","No","STEM","Mixed/Other","Male","Software Engineer","4","1","3","5","5","4","4",27,19,25276,7,3,2
"621","Some Travel","Technology","CA","Single","No","No","STEM","Asian","Female","AI/ML","3","0","4","3","2","5","5",33,36,88726,8,1,0
"622","Some Travel","Technology","NY","Married","No","Yes","STEM","White","Male","Software Engineer","3","1","4","5","5","5","4",22,40,54114,1,2,1
"624","Some Travel","Technology","NY","Divorced","No","No","STEM","Black","Male","AI/ML","3","1","4","2","2","5","4",25,16,37742,3,1,1
"625","Some Travel","Technology","CA","Single","No","No","STEM","White","Female","Software Engineer","4","0","3","3","5","3","3",25,28,70737,3,1,1
"626","Some Travel","Technology","CA","Divorced","No","No","STEM","Mixed/Other","Female","AI/ML","4","2","4","4","2","5","2",24,18,28539,2,2,2
"629","Some Travel","Technology","NY","Single","Yes","Yes","STEM","Black","Female","AI/ML","4","0","3","4","5","5","3",29,9,48321,3,2,0
"630","Some Travel","Sales","NY","Married","No","Yes","STEM","Mixed/Other","Female","Sales","4","1","5","3","3","5","4",23,18,83677,5,2,0
"631","Some Travel","Sales","NY","Married","No","No","Business","White","Female","Management","4","0","4","5","3","4","3",40,5,267834,3,3,1
"632","Some Travel","Technology","CA","Divorced","No","No","STEM","Mixed/Other","Female","AI/ML","2","1","5","3","4","4","5",39,10,65796,9,2,1
"634","Some Travel","Technology","CA","Single","No","No","STEM","White","Male","Software Engineer","4","0","3","4","1","3","4",27,43,105702,3,2,3
"635","No Travel ","Technology","CA","Married","Yes","Yes","STEM","White","Other","Management","4","1","5","5","3","3","3",41,26,283081,3,2,0
"636","Frequent Traveller","Technology","IL","Single","No","No","STEM","White","Other","AI/ML","1","0","5","5","5","2","4",36,14,43358,9,1,0
"637","Some Travel","Technology","CA","Single","Yes","Yes","STEM","White","Male","Software Engineer","3","0","4","5","5","4","2",19,7,30896,0,3,0
"639","Some Travel","Technology","NY","Divorced","No","No","STEM","Asian","Female","AI/ML","2","1","3","3","4","3","5",24,5,46151,6,3,0
"640","Some Travel","Technology","CA","Single","No","No","STEM","White","Male","Software Engineer","4","0","4","4","4","2","3",32,34,439641,1,2,1
"642","Some Travel","Technology","IL","Married","No","Yes","STEM","White","Female","AI/ML","2","1","2","4","2","4","2",24,26,93490,5,2,0
"643","Some Travel","Sales","NY","Married","No","No","Business","White","Female","Management","1","1","3","4","2","3","2",26,29,172070,4,3,1
"644","Some Travel","Technology","CA","Single","No","No","STEM","Mixed/Other","Female","Software Engineer","3","0","2","2","4","4","5",29,29,110744,8,3,2
"645","Frequent Traveller","Technology","NY","Divorced","Yes","Yes","STEM","White","Female","AI/ML","3","1","5","5","4","5","2",22,30,40614,0,1,2
"647","No Travel ","Technology","NY","Married","No","Yes","STEM","Mixed/Other","Male","AI/ML","3","1","4","4","5","2","4",30,7,138989,4,2,1
"649","Some Travel","Human Resources","CA","Single","No","No","HR","White","Female","HR","3","1","2","2","1","3","5",19,1,41958,1,3,0
"650","Some Travel","Technology","NY","Divorced","No","No","STEM","White","Female","Management","4","1","5","2","4","2","3",25,26,174400,2,3,1
"651","Some Travel","Sales","CA","Single","Yes","No","Business","Black","Female","Sales","3","0","5","3","3","4","3",24,13,24095,2,2,3
"655","Some Travel","Sales","IL","Single","No","No","Business","White","Male","Sales","4","0","5","4","5","3","3",26,14,127450,0,2,0
"656","Some Travel","Sales","CA","Divorced","No","No","Business","Mixed/Other","Male","Management","3","1","3","3","5","4","3",44,44,313891,4,3,1
"657","Some Travel","Technology","NY","Married","No","No","Other","Mixed/Other","Male","Software Engineer","4","1","3","5","3","4","4",24,17,30720,5,3,0
"659","No Travel ","Technology","NY","Divorced","No","No","STEM","Asian","Other","AI/ML","2","1","2","4","4","2","3",25,19,83894,2,2,0
"660","Some Travel","Technology","CA","Married","No","Yes","STEM","White","Female","Management","4","1","3","3","2","5","3",25,21,261970,4,2,1
"661","Some Travel","Technology","CA","Married","Yes","Yes","STEM","White","Male","AI/ML","1","0","5","4","3","4","4",25,41,28137,3,2,1
"662","Some Travel","Human Resources","NY","Single","No","No","Business","Black","Male","HR","4","0","4","2","5","5","4",25,18,190466,2,2,3
"664","Some Travel","Sales","NY","Married","No","No","Business","White","Female","Sales","3","1","4","4","4","4","5",22,16,48432,0,2,2
"665","Some Travel","Technology","CA","Married","Yes","No","Business","White","Male","AI/ML","5","1","5","3","4","5","5",26,41,161600,2,2,0
"668","Frequent Traveller","Sales","NY","Single","Yes","Yes","STEM","Black","Female","Sales","1","0","3","2","4","5","4",28,32,53439,0,2,3
"669","Frequent Traveller","Technology","NY","Single","No","Yes","STEM","White","Female","Software Engineer","2","0","5","4","4","2","4",46,16,100717,9,2,1
"670","Some Travel","Technology","CA","Married","No","No","STEM","White","Female","Management","3","0","3","1","4","2","5",29,32,390142,2,3,1
"673","Some Travel","Technology","CA","Single","No","No","STEM","Black","Male","AI/ML","3","0","3","5","4","4","3",39,3,81115,4,1,1
"674","No Travel ","Technology","NY","Single","No","No","STEM","White","Male","Software Engineer","3","0","4","5","3","5","4",24,21,26451,1,3,0
"677","Some Travel","Technology","CA","Married","Yes","Yes","STEM","White","Male","AI/ML","4","0","3","2","4","4","4",25,18,130434,0,3,2
"679","Some Travel","Technology","CA","Single","No","Yes","STEM","Black","Female","AI/ML","3","0","3","4","2","4","3",41,9,197592,10,2,0
"680","Some Travel","Technology","CA","Divorced","No","Yes","STEM","Mixed/Other","Male","Management","3","1","4","4","2","2","3",35,29,519361,3,3,0
"681","Some Travel","Technology","CA","Divorced","No","No","STEM","Black","Female","Management","2","1","5","5","2","3","4",34,41,357371,9,1,0
"682","Some Travel","Sales","CA","Divorced","No","No","Business","White","Female","Sales","3","3","3","4","4","3","3",30,12,145929,1,3,0
"683","Some Travel","Human Resources","NY","Single","No","No","Other","Asian","Male","HR","3","0","3","3","4","2","2",26,11,70395,6,3,1
"685","Some Travel","Technology","CA","Married","No","Yes","STEM","Black","Female","Software Engineer","3","1","4","4","5","3","2",44,28,53325,8,2,0
"686","Some Travel","Sales","NY","Divorced","No","Yes","Business","Mixed/Other","Female","Sales","1","2","4","4","2","5","2",24,25,105383,6,2,3
"687","Some Travel","Technology","CA","Single","Yes","No","STEM","White","Female","AI/ML","3","0","2","4","2","2","2",24,30,61883,1,2,2
"688","Some Travel","Sales","CA","Divorced","Yes","Yes","Business","Asian","Female","Sales","3","1","3","5","4","2","4",24,3,130774,3,1,2
"689","Some Travel","Sales","NY","Married","No","No","Business","Mixed/Other","Female","Sales","2","1","3","4","4","4","4",43,38,121510,8,2,0
"690","Some Travel","Technology","CA","Married","Yes","Yes","STEM","White","Female","Software Engineer","4","0","4","3","5","3","4",20,39,37436,0,1,0
"691","Some Travel","Sales","NY","Single","No","Yes","Business","Asian","Male","Management","3","0","3","2","4","3","4",38,35,340229,9,3,2
"692","Some Travel","Technology","CA","Divorced","No","No","STEM","White","Male","AI/ML","4","1","4","4","5","5","5",46,24,43487,8,3,0
"694","Frequent Traveller","Sales","CA","Married","No","No","Business","Mixed/Other","Female","Sales","1","0","3","2","3","5","2",24,9,125759,3,2,1
"696","Some Travel","Human Resources","IL","Married","Yes","No","STEM","Mixed/Other","Male","HR","4","0","2","4","2","1","2",29,14,46703,0,2,0
"697","Some Travel","Human Resources","NY","Single","No","Yes","Business","Black","Other","HR","2","0","5","2","3","5","4",41,11,445906,5,1,1
"698","No Travel ","Sales","CA","Married","No","No","Business","White","Female","Sales","3","1","3","5","4","3","4",21,25,69078,3,2,0
"699","Some Travel","Sales","NY","Divorced","No","No","Business","Asian","Male","Sales","4","0","4","3","2","2","4",25,12,67814,7,2,0
"700","Some Travel","Technology","NY","Single","No","No","STEM","Black","Male","AI/ML","3","0","4","3","4","4","3",25,23,24626,7,2,1
"701","Frequent Traveller","Technology","CA","Married","No","Yes","STEM","White","Female","Software Engineer","3","1","5","3","5","4","4",27,20,167879,6,2,1
"702","Some Travel","Technology","IL","Single","No","Yes","STEM","Black","Male","Software Engineer","2","0","3","4","3","3","3",25,14,40079,4,2,1
"703","Some Travel","Technology","CA","Single","No","No","STEM","White","Male","Software Engineer","3","0","5","3","4","2","3",30,33,78743,7,2,0
"704","Some Travel","Human Resources","IL","Divorced","Yes","Yes","HR","White","Male","HR","3","3","4","1","3","1","4",46,45,48740,9,1,1
"706","No Travel ","Technology","CA","Single","No","No","STEM","White","Female","Software Engineer","3","0","3","4","3","5","4",27,25,27369,6,3,1
"708","Some Travel","Technology","IL","Married","No","No","STEM","White","Male","Management","4","2","5","3","4","5","4",28,43,249071,5,2,1
"709","Some Travel","Technology","IL","Single","Yes","No","STEM","White","Male","AI/ML","4","0","5","2","3","5","5",27,14,37545,1,3,2
"711","No Travel ","Technology","CA","Divorced","No","Yes","STEM","Mixed/Other","Female","Management","4","2","3","3","3","4","3",26,18,153420,5,1,1
"713","No Travel ","Sales","IL","Married","No","No","Business","Asian","Male","Sales","4","1","4","3","2","5","3",27,17,71832,6,1,0
"714","Some Travel","Technology","NY","Married","No","Yes","Business","Mixed/Other","Female","AI/ML","2","1","2","2","2","4","5",35,32,119917,7,2,2
"715","Some Travel","Technology","CA","Married","No","Yes","STEM","White","Female","AI/ML","1","1","3","5","4","3","2",20,3,41342,1,2,1
"716","Frequent Traveller","Sales","CA","Single","No","No","Business","Black","Female","Sales","1","0","3","2","3","3","2",24,29,26608,3,3,1
"718","Some Travel","Sales","CA","Married","No","Yes","Business","White","Female","Management","3","1","5","2","2","5","4",50,23,266449,2,3,1
"719","Some Travel","Human Resources","CA","Married","Yes","No","Business","Mixed/Other","Male","HR","2","1","3","5","3","5","2",28,18,179561,0,3,1
"721","Some Travel","Technology","CA","Married","No","Yes","STEM","Asian","Male","Software Engineer","3","1","4","2","2","3","4",26,22,52390,5,3,1
"722","Some Travel","Sales","NY","Single","No","Yes","Business","Mixed/Other","Male","Sales","2","0","4","3","5","4","2",23,26,58345,4,1,2
"723","Frequent Traveller","Sales","NY","Married","No","Yes","Business","Asian","Female","Sales","4","1","5","4","4","4","4",40,30,250555,4,1,1
"724","No Travel ","Technology","IL","Single","No","No","STEM","White","Female","AI/ML","3","0","3","3","3","4","5",27,12,41524,6,3,1
"725","Some Travel","Sales","CA","Single","No","No","Business","White","Female","Sales","1","0","5","5","4","3","2",24,34,107634,2,3,2
"726","Some Travel","Technology","IL","Married","No","No","STEM","White","Male","Software Engineer","3","1","3","2","4","2","3",28,17,101210,2,3,1
"727","No Travel ","Technology","CA","Single","No","No","STEM","White","Male","AI/ML","3","0","3","5","3","4","5",28,30,52930,4,1,1
"728","Some Travel","Technology","CA","Single","No","No","STEM","White","Other","AI/ML","3","0","4","3","4","2","3",27,10,45438,5,1,1
"729","Some Travel","Technology","NY","Divorced","No","No","STEM","White","Male","AI/ML","3","1","5","4","5","3","4",21,24,75816,1,2,1
"731","Some Travel","Technology","NY","Divorced","No","Yes","STEM","White","Male","Software Engineer","4","3","4","2","2","2","4",23,4,42687,2,2,1
"733","No Travel ","Technology","CA","Divorced","No","No","Business","Asian","Male","Software Engineer","3","2","5","2","3","5","4",28,4,57837,3,2,1
"734","Some Travel","Human Resources","CA","Married","No","No","Business","Asian","Male","HR","4","1","4","5","3","4","3",43,29,309964,10,3,0
"735","Some Travel","Technology","CA","Divorced","No","No","STEM","Black","Male","Management","5","3","4","2","4","3","3",48,19,241907,3,2,1
"736","Some Travel","Technology","NY","Divorced","No","No","Business","Mixed/Other","Male","Software Engineer","2","2","5","2","5","2","3",24,2,32313,1,1,0
"738","Some Travel","Technology","NY","Married","No","No","STEM","Mixed/Other","Female","AI/ML","4","3","3","5","4","5","2",37,40,49550,8,1,0
"739","Some Travel","Technology","CA","Divorced","No","No","Business","White","Male","Software Engineer","3","1","4","5","5","5","4",20,38,21344,2,1,0
"740","No Travel ","Technology","CA","Single","No","No","STEM","White","Male","Management","4","0","5","4","5","3","2",43,21,280756,8,3,2
"741","Some Travel","Technology","CA","Married","No","No","Business","Black","Female","AI/ML","3","1","3","4","5","5","3",24,4,41555,4,3,0
"742","Some Travel","Sales","CA","Married","Yes","No","Business","White","Male","Sales","3","3","5","3","4","4","5",31,15,187930,2,2,1
"743","Some Travel","Sales","NY","Divorced","No","No","Business","Mixed/Other","Male","Sales","2","1","5","5","3","5","3",48,33,191771,10,2,1
"745","Some Travel","Technology","IL","Single","No","No","STEM","Black","Female","Software Engineer","3","0","4","3","4","4","4",22,21,27097,3,3,0
"746","Some Travel","Technology","CA","Single","No","Yes","Other","White","Female","Sales","4","0","3","5","4","5","4",28,15,319619,1,1,3
"747","Some Travel","Technology","NY","Single","No","No","Other","Mixed/Other","Male","Software Engineer","4","0","4","3","5","3","4",33,4,97126,10,1,0
"750","No Travel ","Sales","CA","Single","No","No","Business","Mixed/Other","Other","Sales","2","0","5","2","2","2","3",36,31,56937,8,3,0
"751","Some Travel","Technology","CA","Divorced","No","No","STEM","Mixed/Other","Female","AI/ML","2","3","4","1","2","4","4",23,33,77798,3,3,0
"752","Some Travel","Technology","CA","Married","Yes","Yes","STEM","White","Male","Management","3","1","4","3","3","3","4",31,44,531629,1,2,0
"756","Some Travel","Sales","CA","Married","No","No","Business","Black","Male","Sales","3","1","4","3","5","5","4",27,7,73918,4,3,0
"757","Some Travel","Sales","CA","Single","No","No","STEM","White","Male","Sales","1","0","5","3","3","3","3",25,44,37461,4,3,3
"758","Frequent Traveller","Technology","IL","Married","No","No","STEM","Mixed/Other","Other","Software Engineer","3","2","3","4","4","2","3",40,7,95808,8,2,0
"759","Some Travel","Technology","IL","Married","No","No","STEM","White","Other","AI/ML","4","0","1","2","2","4","4",23,25,57285,2,2,1
"760","Some Travel","Technology","IL","Divorced","No","Yes","Business","White","Female","Software Engineer","2","2","4","5","5","5","4",28,14,105984,9,1,0
"761","Some Travel","Sales","CA","Divorced","No","Yes","Other","Black","Female","Sales","2","1","5","5","5","2","3",45,43,106610,7,3,1
"763","No Travel ","Sales","CA","Divorced","No","No","Other","Black","Other","Sales","3","1","4","5","4","2","5",27,2,92022,7,1,1
"764","Frequent Traveller","Sales","IL","Married","No","No","Business","Black","Male","Sales","3","2","3","2","2","3","3",25,42,72758,3,1,2
"765","Some Travel","Technology","CA","Single","No","No","Other","White","Female","Management","2","0","3","2","2","4","4",45,13,349793,8,1,0
"766","Some Travel","Technology","CA","Divorced","No","Yes","STEM","White","Female","Software Engineer","1","2","3","5","2","5","5",24,20,32930,3,2,2
"770","Some Travel","Technology","NY","Single","Yes","Yes","STEM","White","Male","AI/ML","1","1","3","4","5","5","4",18,32,50660,0,2,2
"771","Some Travel","Technology","CA","Married","Yes","No","STEM","White","Male","AI/ML","3","2","3","3","5","5","3",22,26,62509,0,3,0
"772","Some Travel","Technology","NY","Married","No","No","STEM","Mixed/Other","Female","Software Engineer","3","0","4","1","1","3","5",25,32,35586,5,3,3
